ref	tcz	en_web	en_kjv	tcz_gospelgo
1CO 1:1	Hiche lekhathot hi Pathen lung cham'a kilhengdoh Yeshua Christa solchah Paul le isopiu Sosthenes a kon ahi.	Paul, called to be an apostle of Jesus Christ through the will of God, and our brother Sosthenes,	Paul, called to be an apostle of Jesus Christ through the will of God, and Sosthenes our brother,	Pathen lungdeiya Christa Jesu solchah dinga kikou Paul le sopi Sosthenes-in,
1CO 1:2	Keiman Pathen houbung Corinth a um nangho Pathen in amithengte hiding a akouho henga kahin sut ahi. Aman Christa Yeshua jal'a athenga nasemu ahi, munjousea Christian ho jouse, I Pakaiyu Yeshua Christa, amaho le eiho dinga Pakai, min hinkou ho jouse abolna banga.	to the assembly of God which is at Corinth—those who are sanctified in Christ Jesus, called saints, with all who call on the name of our Lord Jesus Christ in every place, both theirs and ours:	unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both theirs and ours:	Corinth khoa Pathen Houbung, Christa Jesua kisuthenga, atheng dinga kikou ho le muntin’a um miho, amaho le eiho dinga i-Pakaiyu Jesu Christa min’a kikou chengse henga,
1CO 1:3	I-Pau Pathen le Pakai Yeshua Christa chun nangho lungset le cham lungmon napeuhen.	Grace to you and peace from God our Father and the Lord Jesus Christ.	grace be unto you, and peace, from God our Father, and from the Lord Jesus Christ.	i-Pau Pathen le i-Pakaiyu Jesu Christaa konin lungsetna le chamna nahenguva hung lhung hen!
1CO 1:4	Nangho tua hi Christa Yeshua a nahi jalun chule lungsetna thilpeh napeh jalun keiman ka Pathen chu kathangvah jingin ahi.	I always thank my God concerning you for the grace of God which was given you in Christ Jesus,	I thank my God always on your behalf, for the grace of God which is given you by Jesus Christ;	Christa Jesu ti nakigop jeh-uva nachunguva kipe Pathen lungsetna jeh chun nang ho jel’in phat jousen ka-Pathen kathangvah jing’e,
1CO 1:5	Ama a kona na houbungu hi Pathen in imalam jousea nahaosah u ahin, thusei thepna le hetthemna jouse hi naneiyu ahi.	that in everything you were enriched in him, in all speech and all knowledge—	that in every thing ye are enriched by him, in all utterance, and in all knowledge;	ajeh chu, Amato nakigop’u hin ima jousea, thuseina hihen hetna hijongle nahaosah-u ahitan,
1CO 1:6	Hiche hin keiman Christa chung thu kaseipeh uhi adih e ti aphotchen ahi.	even as the testimony of Christ was confirmed in you—	even as the testimony of Christ was confirmed in you:	nang hoa hi Christa thudol hettohsahna phudet’a aum banga,
1CO 1:7	Nanghon tua lhagao thilpeh tintang nangaichat hou chu I-Pakaiyu Yeshua Christa hungkitna ding kinem'a ngah a nahi jeh uva naneiyu ahitai.	so that you come behind in no gift, waiting for the revelation of our Lord Jesus Christ,	so that ye come behind in no gift; waiting for the coming of our Lord Jesus Christ:	i-Pakaiyu Jesu Christa hung kiphondoh ding na-ang nauva Lhagao thilpeh chan khel nanei louna diu ahi.
1CO 1:8	Aman achaina geiya nahatsah uva, IPakaiyu Yeshua Christa ahung niteng nolnabei hinkho naman theina dingu ahi.	who will also confirm you until the end, blameless in the day of our Lord Jesus Christ.	who shall also confirm you unto the end, that ye may be blameless in the day of our Lord Jesus Christ.	Aman nang ho akhon ni, i-Pakaiyu Jesu Christa nikho geiya natuh chah jinguva monabeiya nakoi diu ahi.
1CO 1:9	Pathen hi tahsan umtah ahina jal'a Aman aboldinga asei chu thonlou hela ahinbol ding ahin, chule Ama chun Achapa Pakai Yeshua a chan neikhom dinga nangeh u ahitai.	God is faithful, through whom you were called into the fellowship of his Son, Jesus Christ our Lord.	God is faithful, by whom ye were called unto the fellowship of his Son Jesus Christ our Lord.	Achapa Jesu Christa, i-Pakaiyu vanga kiloikhomnaa nakoulut’u Pathen chu kitah tah ahiye.
1CO 1:10	Kasopi deitahte, I Pakaiyu Yeshua Christa thuneina'a kangeh nom nau chu nangho khat le khat kilungtoh tah in umun. Houbunga kibung khenna umhih hen. Chusang in lungkhat kisauvin, lunggel le lungtup kithakhat hiuvin.	Now I beg you, brothers, through the name of our Lord, Jesus Christ, that you all speak the same thing, and that there be no divisions among you, but that you be perfected together in the same mind and in the same judgment.	Now I beseech you, brethren, by the name of our Lord Jesus Christ, that ye all speak the same thing, and that there be no divisions among you; but that ye be perfectly joined together in the same mind and in the same judgment.	Sopite, nabonchauva nakinopto cheh-uva, nasei jouseu akitha khat’a, lunggel le ngaito kitha khat nahina diuva i-Pakaiyu Jesu Christa min jal’a ka-ngeh nahiuve.
1CO 1:11	Ajeh chu kasopi deitahte, Chloe insung mite phabep in kitohmoa naum u thu chu kajah a ahung seiyuve.	For it has been reported to me concerning you, my brothers, by those who are from Chloe’s household, that there are contentions among you.	For it hath been declared unto me of you, my brethren, by them which are of the house of Chloe, that there are contentions among you.	Ijeh-inem itile kasopite, nalah-uva kinah baotam alen chu Chloe insung miten kajah a kichentah-in eiseipeh tauve.
1CO 1:12	Nangho lah a mi phabep in, “Keima Paul nungjui kahi,” abangkhat loiyin, “Apollos nung kajuiye,” ahilouleh, “Peter nungjui kahi,” ahilouleh “Christa bou kajui ahi,” natiuvin ahi.	Now I mean this, that each one of you says, “I follow Paul,” “I follow Apollos,” “I follow Cephas,” and, “I follow Christ.”	Now this I say, that every one of you saith, I am of Paul; and I of Apollos; and I of Cephas; and I of Christ.	Kasei chu hiche ahi, nang ho amitakip, “Keivang Paul loi kahi, keima Apollos loi kahin, keima Peter loi kahi, chule keima Christa loi kahi” natiuve.
1CO 1:13	Christa chu loituma achom cheh'a nakhen'u hitam? Keima Paul hi nangho dinga kikhenbeh a kahim? Nalah uva Paul mina baptize kibol naumuvem? Na um hihnauve!	Is Christ divided? Was Paul crucified for you? Or were you baptized into the name of Paul?	Is Christ divided? was Paul crucified for you? or were ye baptized in the name of Paul?	Christa chu kihomtel hitam? Paul la nang ho din thingpel’a akikhet beh pon, ole Paul min’a baptize chang ngap nahiuvem?
1CO 1:14	Nalah uva Crispus le Gaius tailou khatcha baptize kanabollou jeh in Pathen kathangvah e.	I thank God that I baptized none of you except Crispus and Gaius,	I thank God that I baptized none of you, but Crispus and Gaius;	Cripus le Gaius tilou nang ho khat beh baptize kachansah loujeh-un kakipah-e,
1CO 1:15	Ajeh iham itileh tua hi koimachan kamin in baptize einabol'e eititheilou dingu ahitai.	so that no one should say that I had baptized you into my own name.	lest any should say that I had baptized in mine own name.	hiche hi koima kei min’a baptize changa nakisei thei louna diu ahiye.
1CO 1:16	(Oh ahinai, keiman Stephenas insung pumpi jong chu baptize kanabolnai, ahinlah koima dang baptize kabolbe kahepoi).	(I also baptized the household of Stephanas; besides them, I don’t know whether I baptized any other.)	And I baptized also the household of Stephanas: besides, I know not whether I baptized any other.	Stephanas insungmite vang baptize kachan sah nan, hiche kalval vang midang koima baptize kachansah kahepoi.
1CO 1:17	Ajeh chu Christan keima baptize bol le dinga eisol ahipoi, Kipana Thupha seiphongle dinga bou eisol ahi. Christa thingpel chun athaneina aman louna dinga chihna thudol asei kahilou ahi.	For Christ sent me not to baptize, but to preach the Good News—not in wisdom of words, so that the cross of Christ wouldn’t be made void.	For Christ sent me not to baptize, but to preach the gospel: not with wisdom of words, lest the cross of Christ should be made of none effect.	Christan baptize kachansah dinga eisol ahipon, Kipana Thupha sei phong dingjoh a eisol ahibouve, Christa thingpel thu chu ahomkeo ahilouna dinga chihna thujong kasei lou ahi.
1CO 1:18	Ajeh chu thingpel thuhi mahthahna lam manoho dinga ngol hoitah thu ahi. Hinlah eiho huhhingna chang ho dinga Pathen thahatna ahi.	For the word of the cross is foolishness to those who are dying, but to us who are being saved it is the power of God.	For the preaching of the cross is to them that perish foolishness; but unto us which are saved it is the power of God.	Thingpel thu hi amangthah ho dia ngol kai tah ahin, huhhinga um eiho din vang Pathen thahatna ahi.
1CO 1:19	Pathen Thubun aseima bangin, “Keiman miching ho chihna chu kasuhbei ding, chule milungching chihna chu imacha hilouva kakoi ding ahi” ati.	For it is written, “I will destroy the wisdom of the wise. I will bring the discernment of the discerning to nothing.”	For it is written, I will destroy the wisdom of the wise, and will bring to nothing the understanding of the prudent.	Ijeh-inem itile Pathen lekhabua kisun chun, “Keiman miching ho chihna kasuh manga, het themna neiho hetna moh kahisah ding ahi,” ati.
1CO 1:20	Hiti ahijeh chun, chihgilna neiho, lekhathem ho, chule vannoi lungthim themnaa minelkal hat ho iti tauvintem? Pathen in hiche vannoi chihna chu angola amu ahibouve.	Where is the wise? Where is the scribe? Where is the debater of this age? Hasn’t God made foolish the wisdom of this world?	Where is the wise? where is the scribe? where is the disputer of this world? hath not God made foolish the wisdom of this world?	Miching hoiya uma, lekhathem hoilam ham? Tukhang minel them hoiyaba um ham? Pathenin hiche vannoi chihna hi ngolna ahisah lou ham?
1CO 1:21	Pathen in Achihna a vannoiyin mihem chihnaa Ama ahetdoh lou dingu ahi ti amu jeh a, angol ho thusei banga kathuseiyu hin atahsan ho ahuhhing nadinga amanchah ahi.	For seeing that in the wisdom of God, the world through its wisdom didn’t know God, it was God’s good pleasure through the foolishness of the preaching to save those who believe.	For after that in the wisdom of God the world by wisdom knew not God, it pleased God by the foolishness of preaching to save them that believe.	Ijeh-inem itile Pathen chihnaa hin hiche chihna vannoiyin mangcha Pathen ahetdoh thei lou phat’in, ngol kai thua kigel hiche thu kisei phong tahsan ho joh huhhing ding hi pha asai.
1CO 1:22	Van'a kona melchihna thum Judah nam mite dinga hichu ngolthu ahin, chule Greek mite, mihem chihna hol ho, dinga jong ngol thu ahi.	For Jews ask for signs, Greeks seek after wisdom,	For the Jews require a sign, and the Greeks seek after wisdom:	Judaten melchihna a-ngeh-uvin, Greek mihon chihna ahol’ui,
1CO 1:23	Hitia hi keihon Christa kikhetbeh thu kaseiyu hi Judah nam mite lunghan kondohna ahunghin chule chidang namdang hon pannabei thu kisei ahibouve, atiuvin ahi.	but we preach Christ crucified, a stumbling block to Jews and foolishness to Greeks,	but we preach Christ crucified, unto the Jews a stumblingblock, and unto the Greeks foolishness;	Keihon vang thingpel’a kikhenbeh Christa chu kaseiphongu ahi; hiche hi Judate din kipalna ahin, chidnag namdang ho dia ngolna ahi;
1CO 1:24	Hinlah Pathen in huhhing dinga akou ho dingin vang, Judah mi hihen chidang namdang hijong leh, Christa chu Pathen thahatna le Pathen chihna ahigel e.	but to those who are called, both Jews and Greeks, Christ is the power of God and the wisdom of God;	but unto them which are called, both Jews and Greeks, Christ the power of God, and the wisdom of God.	ahinla Juda mi hihen Greek mihijong le akikoute dinga Christa chu Pathen thahat le Pathen chihna ahiye.
1CO 1:25	Hiche Pathen in ngol tah a tohgon anei hi mihem achingpen tohgon sangin jong achingjon chule Pathen thalhahsamna chu mihem thahatpen sangin jong ahatjo nalaiye.	because the foolishness of God is wiser than men, and the weakness of God is stronger than men.	Because the foolishness of God is wiser than men; and the weakness of God is stronger than men.	Ajeh chu Pathen dia ngol kei chu mihem chihna sangin achingjon, Pathen dia hatmona chu mihem hatna sang in ahatjo nalaiye.
1CO 1:26	Kasopi deitahteho geldohtemun, Pathen in nanakou pet'u chun hiche vannoi lamdol a aching'ah ahilouleh athaneiyah ahilouleh ahaovah naum pouve.	For you see your calling, brothers, that not many are wise according to the flesh, not many mighty, and not many noble;	For ye see your calling, brethren, how that not many wise men after the flesh, not many mighty, not many noble, are called:	Sopite nakikou dol’u chu vetem’un, tahsaphe dol’a chingtah jong nahipouvin, thahat tahbeh jong nahipouve; phunglun laiya mi jong nahideh pouvin ahi;
1CO 1:27	Chusangin, vannoiyin angol'a agel ho'u chu Pathen in ching kisaho jachatsahna dinga alhendoh ahi. Chule Aman thaneilou ho jong chu thaneitah a kigel ho jachatsahna'a alhendoh ahi.	but God chose the foolish things of the world that he might put to shame those who are wise. God chose the weak things of the world that he might put to shame the things that are strong.	but God hath chosen the foolish things of the world to confound the wise; and God hath chosen the weak things of the world to confound the things which are mighty;	amavang Pathenin vannoiya mimol ho hi miching ho jumso dia alhendoh a, vannoiya mihatmo ho hi mihat ho jumso dinga Pathenin alhendoh ahiuve.
